key	COM	CDT	CBL	CDL	CNT	TWV	TWV-genre	TWV-work	OPR	OTL	OMD	OMV	ODT	AST	AGN	AMT	AIN	RTL1	RPN1	RMM1	RC#1	RRD1	RLC1	RDT1	RT#1	RTL2	RPN2	RMM2	RC#2	RRD2	RLC2	RDT2	RT#2	RTL3	RPN3	RMM3	RC#3	RRD3	RLC3	RDT3	RT#3
tele-40-32-Fan-Viv-2-Viol	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	40:32	40	32	12 Fantasias for viol without bass	Fantasia 7	Vivace	2	ca. 1735	Late Baroque	Fantasia	Compound duple	Viola da gamba	Georg Philipp Telemann: 12 Fantasien für viola da gamba solo	Mundi, Renate	Perfect Noise	PN2104	2 October 2020	Unknown	Unknown	19	Telemann: Solo Fantasias	Boothby, Richard	Signum Classics	SIGCD544	6 July 2018	Church of St. Mary Magdalene, Sherbourne, Gloucestershire	17 July 2017, 18 July 2017, 19 July 2017	20	Telemann: Fantasias for Viola da Gamba (Hamburg, 1735)	Pandolfo, Paolo	Glossa	GCD920417	1 January 2017	Franc-Waret (Église de Saint-Rémi), Belgium	January 2017	20
tele-40-32-Fan-All-3-Viol	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	40:32	40	32	12 Fantasias for viol without bass	Fantasia 7	Allegro	3	ca. 1735	Late Baroque	Fantasia	Simple duple	Viola da gamba	Georg Philipp Telemann: 12 Fantasien für viola da gamba solo	Mundi, Renate	Perfect Noise	PN2104	2 October 2020	Unknown	Unknown	20	Telemann: Solo Fantasias	Boothby, Richard	Signum Classics	SIGCD544	6 July 2018	Church of St. Mary Magdalene, Sherbourne, Gloucestershire	17 July 2017, 18 July 2017, 19 July 2017	21	Telemann: Fantasias for Viola da Gamba (Hamburg, 1735)	Pandolfo, Paolo	Glossa	GCD920417	1 January 2017	Franc-Waret (Église de Saint-Rémi), Belgium	January 2017	21
tele-40-33-Fan-All-1-Viol	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	40:33	40	33	12 Fantasias for viol without bass	Fantasia 8	Allegro	1	ca. 1735	Late Baroque	Fantasia	Simple quadruple	Viola da gamba	Georg Philipp Telemann: 12 Fantasien für viola da gamba solo	Mundi, Renate	Perfect Noise	PN2104	2 October 2020	Unknown	Unknown	21	Telemann: Solo Fantasias	Boothby, Richard	Signum Classics	SIGCD544	6 July 2018	Church of St. Mary Magdalene, Sherbourne, Gloucestershire	17 July 2017, 18 July 2017, 19 July 2017	22	Telemann: Fantasias for Viola da Gamba (Hamburg, 1735)	Pandolfo, Paolo	Glossa	GCD920417	1 January 2017	Franc-Waret (Église de Saint-Rémi), Belgium	January 2017	22
tele-40-33-Fan-Gra-2-Viol	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	40:33	40	33	12 Fantasias for viol without bass	Fantasia 8	Grave	2	ca. 1735	Late Baroque	Fantasia	Simple triple	Viola da gamba	Georg Philipp Telemann: 12 Fantasien für viola da gamba solo	Mundi, Renate	Perfect Noise	PN2104	2 October 2020	Unknown	Unknown	22	Telemann: Solo Fantasias	Boothby, Richard	Signum Classics	SIGCD544	6 July 2018	Church of St. Mary Magdalene, Sherbourne, Gloucestershire	17 July 2017, 18 July 2017, 19 July 2017	23	Telemann: Fantasias for Viola da Gamba (Hamburg, 1735)	Pandolfo, Paolo	Glossa	GCD920417	1 January 2017	Franc-Waret (Église de Saint-Rémi), Belgium	January 2017	23
tele-40-33-Fan-Viv-3-Viol	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	40:33	40	33	12 Fantasias for viol without bass	Fantasia 8	Vivace	3	ca. 1735	Late Baroque	Fantasia	Simple triple or Compound one	Viola da gamba	Georg Philipp Telemann: 12 Fantasien für viola da gamba solo	Mundi, Renate	Perfect Noise	PN2104	2 October 2020	Unknown	Unknown	23	Telemann: Solo Fantasias	Boothby, Richard	Signum Classics	SIGCD544	6 July 2018	Church of St. Mary Magdalene, Sherbourne, Gloucestershire	17 July 2017, 18 July 2017, 19 July 2017	24	Telemann: Fantasias for Viola da Gamba (Hamburg, 1735)	Pandolfo, Paolo	Glossa	GCD920417	1 January 2017	Franc-Waret (Église de Saint-Rémi), Belgium	January 2017	24
tele-40-34-Fan-Pre-1-Viol	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	40:34	40	34	12 Fantasias for viol without bass	Fantasia 9	Presto	1	ca. 1735	Late Baroque	Fantasia	Simple quadruple	Viola da gamba	Georg Philipp Telemann: 12 Fantasien für viola da gamba solo	Mundi, Renate	Perfect Noise	PN2104	2 October 2020	Unknown	Unknown	24	Telemann: Solo Fantasias	Boothby, Richard	Signum Classics	SIGCD544	6 July 2018	Church of St. Mary Magdalene, Sherbourne, Gloucestershire	17 July 2017, 18 July 2017, 19 July 2017	25	Telemann: Fantasias for Viola da Gamba (Hamburg, 1735)	Pandolfo, Paolo	Glossa	GCD920417	1 January 2017	Franc-Waret (Église de Saint-Rémi), Belgium	January 2017	1
tele-40-34-Fan-Gra-2-Viol	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	40:34	40	34	12 Fantasias for viol without bass	Fantasia 9	Grave	2	ca. 1735	Late Baroque	Fantasia	Simple triple	Viola da gamba	Georg Philipp Telemann: 12 Fantasien für viola da gamba solo	Mundi, Renate	Perfect Noise	PN2104	2 October 2020	Unknown	Unknown	25	Telemann: Solo Fantasias	Boothby, Richard	Signum Classics	SIGCD544	6 July 2018	Church of St. Mary Magdalene, Sherbourne, Gloucestershire	17 July 2017, 18 July 2017, 19 July 2017	26	Telemann: Fantasias for Viola da Gamba (Hamburg, 1735)	Pandolfo, Paolo	Glossa	GCD920417	1 January 2017	Franc-Waret (Église de Saint-Rémi), Belgium	January 2017	2
tele-40-34-Fan-All-3-Viol	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	40:34	40	34	12 Fantasias for viol without bass	Fantasia 9	Allegro	3	ca. 1735	Late Baroque	Fantasia	Simple duple	Viola da gamba	Georg Philipp Telemann: 12 Fantasien für viola da gamba solo	Mundi, Renate	Perfect Noise	PN2104	2 October 2020	Unknown	Unknown	26	Telemann: Solo Fantasias	Boothby, Richard	Signum Classics	SIGCD544	6 July 2018	Church of St. Mary Magdalene, Sherbourne, Gloucestershire	17 July 2017, 18 July 2017, 19 July 2017	27	Telemann: Fantasias for Viola da Gamba (Hamburg, 1735)	Pandolfo, Paolo	Glossa	GCD920417	1 January 2017	Franc-Waret (Église de Saint-Rémi), Belgium	January 2017	3
tele-40-35-Fan-Dol-1-Viol	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	40:35	40	35	12 Fantasias for viol without bass	Fantasia 10	Dolce	1	ca. 1735	Late Baroque	Fantasia	Simple triple or Compound one	Viola da gamba	Georg Philipp Telemann: 12 Fantasien für viola da gamba solo	Mundi, Renate	Perfect Noise	PN2104	2 October 2020	Unknown	Unknown	27	Telemann: Solo Fantasias	Boothby, Richard	Signum Classics	SIGCD544	6 July 2018	Church of St. Mary Magdalene, Sherbourne, Gloucestershire	17 July 2017, 18 July 2017, 19 July 2017	28	Telemann: Fantasias for Viola da Gamba (Hamburg, 1735)	Pandolfo, Paolo	Glossa	GCD920417	1 January 2017	Franc-Waret (Église de Saint-Rémi), Belgium	January 2017	4
tele-40-35-Fan-Sic-2-Viol	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	40:35	40	35	12 Fantasias for viol without bass	Fantasia 10	Siciliana	2	ca. 1735	Late Baroque	Fantasia	Compound quadruple	Viola da gamba	Georg Philipp Telemann: 12 Fantasien für viola da gamba solo	Mundi, Renate	Perfect Noise	PN2104	2 October 2020	Unknown	Unknown	28	Telemann: Solo Fantasias	Boothby, Richard	Signum Classics	SIGCD544	6 July 2018	Church of St. Mary Magdalene, Sherbourne, Gloucestershire	17 July 2017, 18 July 2017, 19 July 2017	29	Telemann: Fantasias for Viola da Gamba (Hamburg, 1735)	Pandolfo, Paolo	Glossa	GCD920417	1 January 2017	Franc-Waret (Église de Saint-Rémi), Belgium	January 2017	5
tele-40-35-Fan-Sch-3-Viol	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	40:35	40	35	12 Fantasias for viol without bass	Fantasia 10	Scherzando	3	ca. 1735	Late Baroque	Fantasia	Simple quadruple	Viola da gamba	Georg Philipp Telemann: 12 Fantasien für viola da gamba solo	Mundi, Renate	Perfect Noise	PN2104	2 October 2020	Unknown	Unknown	29	Telemann: Solo Fantasias	Boothby, Richard	Signum Classics	SIGCD544	6 July 2018	Church of St. Mary Magdalene, Sherbourne, Gloucestershire	17 July 2017, 18 July 2017, 19 July 2017	30	Telemann: Fantasias for Viola da Gamba (Hamburg, 1735)	Pandolfo, Paolo	Glossa	GCD920417	1 January 2017	Franc-Waret (Église de Saint-Rémi), Belgium	January 2017	6
tele-40-36-Fan-All-1-Viol	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	40:36	40	36	12 Fantasias for viol without bass	Fantasia 11	Allegro	1	ca. 1735	Late Baroque	Fantasia	Simple triple	Viola da gamba	Georg Philipp Telemann: 12 Fantasien für viola da gamba solo	Mundi, Renate	Perfect Noise	PN2104	2 October 2020	Unknown	Unknown	30	Telemann: Solo Fantasias	Boothby, Richard	Signum Classics	SIGCD544	6 July 2018	Church of St. Mary Magdalene, Sherbourne, Gloucestershire	17 July 2017, 18 July 2017, 19 July 2017	31	Telemann: Fantasias for Viola da Gamba (Hamburg, 1735)	Pandolfo, Paolo	Glossa	GCD920417	1 January 2017	Franc-Waret (Église de Saint-Rémi), Belgium	January 2017	7
tele-40-36-Fan-Gra-2-Viol	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	40:36	40	36	12 Fantasias for viol without bass	Fantasia 11	Grave	2	ca. 1735	Late Baroque	Fantasia	Simple quadruple	Viola da gamba	Georg Philipp Telemann: 12 Fantasien für viola da gamba solo	Mundi, Renate	Perfect Noise	PN2104	2 October 2020	Unknown	Unknown	31	Telemann: Solo Fantasias	Boothby, Richard	Signum Classics	SIGCD544	6 July 2018	Church of St. Mary Magdalene, Sherbourne, Gloucestershire	17 July 2017, 18 July 2017, 19 July 2017	32	Telemann: Fantasias for Viola da Gamba (Hamburg, 1735)	Pandolfo, Paolo	Glossa	GCD920417	1 January 2017	Franc-Waret (Église de Saint-Rémi), Belgium	January 2017	8
tele-40-36-Fan-All-3-Viol	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	40:36	40	36	12 Fantasias for viol without bass	Fantasia 11	Allegro	3	ca. 1735	Late Baroque	Fantasia	Compound triple	Viola da gamba	Georg Philipp Telemann: 12 Fantasien für viola da gamba solo	Mundi, Renate	Perfect Noise	PN2104	2 October 2020	Unknown	Unknown	32	Telemann: Solo Fantasias	Boothby, Richard	Signum Classics	SIGCD544	6 July 2018	Church of St. Mary Magdalene, Sherbourne, Gloucestershire	17 July 2017, 18 July 2017, 19 July 2017	33	Telemann: Fantasias for Viola da Gamba (Hamburg, 1735)	Pandolfo, Paolo	Glossa	GCD920417	1 January 2017	Franc-Waret (Église de Saint-Rémi), Belgium	January 2017	9
tele-40-37-Fan-And-1-Viol	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	40:37	40	37	12 Fantasias for viol without bass	Fantasia 12	Andante	1	ca. 1735	Late Baroque	Fantasia	Simple quadruple	Viola da gamba	Georg Philipp Telemann: 12 Fantasien für viola da gamba solo	Mundi, Renate	Perfect Noise	PN2104	2 October 2020	Unknown	Unknown	33	Telemann: Solo Fantasias	Boothby, Richard	Signum Classics	SIGCD544	6 July 2018	Church of St. Mary Magdalene, Sherbourne, Gloucestershire	17 July 2017, 18 July 2017, 19 July 2017	34	Telemann: Fantasias for Viola da Gamba (Hamburg, 1735)	Pandolfo, Paolo	Glossa	GCD920417	1 January 2017	Franc-Waret (Église de Saint-Rémi), Belgium	January 2017	10
tele-40-37-Fan-All-2-Viol	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	40:37	40	37	12 Fantasias for viol without bass	Fantasia 12	Allegro	2	ca. 1735	Late Baroque	Fantasia	Simple triple	Viola da gamba	Georg Philipp Telemann: 12 Fantasien für viola da gamba solo	Mundi, Renate	Perfect Noise	PN2104	2 October 2020	Unknown	Unknown	34	Telemann: Solo Fantasias	Boothby, Richard	Signum Classics	SIGCD544	6 July 2018	Church of St. Mary Magdalene, Sherbourne, Gloucestershire	17 July 2017, 18 July 2017, 19 July 2017	35	Telemann: Fantasias for Viola da Gamba (Hamburg, 1735)	Pandolfo, Paolo	Glossa	GCD920417	1 January 2017	Franc-Waret (Église de Saint-Rémi), Belgium	January 2017	11
tele-40-37-Fan-Viv-3-Viol	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	40:37	40	37	12 Fantasias for viol without bass	Fantasia 12	Vivace	3	ca. 1735	Late Baroque	Fantasia	Simple quadruple	Viola da gamba	Georg Philipp Telemann: 12 Fantasien für viola da gamba solo	Mundi, Renate	Perfect Noise	PN2104	2 October 2020	Unknown	Unknown	35	Telemann: Solo Fantasias	Boothby, Richard	Signum Classics	SIGCD544	6 July 2018	Church of St. Mary Magdalene, Sherbourne, Gloucestershire	17 July 2017, 18 July 2017, 19 July 2017	36	Telemann: Fantasias for Viola da Gamba (Hamburg, 1735)	Pandolfo, Paolo	Glossa	GCD920417	1 January 2017	Franc-Waret (Église de Saint-Rémi), Belgium	January 2017	12
tele-41-F4-Sol-And-1-Violin	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	41:F4	41	F4	Essercizii musici overo dodeci soli e dodeci trii a diversi stromenti	Solo 1	Andante	1	ca. 1740	Late Baroque	Baroque sonata	Simple quadruple	Violin	Georg Philipp Telemann: Essercizii Musici overo Dodeci Soli e Dodeci Trii à diversi stromenti, Vol 1	Battalia	Alba	ABCD180	1 January 2004	Porvoo Cathedral, Porvoo, Finland	2000–2002	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tele-41-F4-Sol-All-2-Violin	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	41:F4	41	F4	Essercizii musici overo dodeci soli e dodeci trii a diversi stromenti	Solo 1	Allegro	2	ca. 1740	Late Baroque	Baroque sonata	Simple quadruple	Violin	Georg Philipp Telemann: Essercizii Musici overo Dodeci Soli e Dodeci Trii à diversi stromenti, Vol 1	Battalia	Alba	ABCD180	1 January 2004	Porvoo Cathedral, Porvoo, Finland	2000–2002	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tele-41-F4-Sol-Sic-3-Violin	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	41:F4	41	F4	Essercizii musici overo dodeci soli e dodeci trii a diversi stromenti	Solo 1	Siciliana	3	ca. 1740	Late Baroque	Baroque sonata	Compound quadruple	Violin	Georg Philipp Telemann: Essercizii Musici overo Dodeci Soli e Dodeci Trii à diversi stromenti, Vol 1	Battalia	Alba	ABCD180	1 January 2004	Porvoo Cathedral, Porvoo, Finland	2000–2002	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tele-41-F4-Sol-All-4-Violin	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	41:F4	41	F4	Essercizii musici overo dodeci soli e dodeci trii a diversi stromenti	Solo 1	Allegro	4	ca. 1740	Late Baroque	Baroque sonata	Compound quadruple	Violin	Georg Philipp Telemann: Essercizii Musici overo Dodeci Soli e Dodeci Trii à diversi stromenti, Vol 1	Battalia	Alba	ABCD180	1 January 2004	Porvoo Cathedral, Porvoo, Finland	2000–2002	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tele-41-D9-Sol-Lar-1-Flute	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	41:D9	41	D9	Essercizii musici overo dodeci soli e dodeci trii a diversi stromenti	Solo 2	Largo	1	ca. 1740	Late Baroque	Baroque sonata	Simple triple	Transverse flute	Georg Philipp Telemann: Essercizii Musici overo Dodeci Soli e Dodeci Trii à diversi stromenti, Vol 1	Battalia	Alba	ABCD180	1 January 2004	Porvoo Cathedral, Porvoo, Finland	2000–2002	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tele-41-D9-Sol-Viv-2-Flute	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	41:D9	41	D9	Essercizii musici overo dodeci soli e dodeci trii a diversi stromenti	Solo 2	Vivace	2	ca. 1740	Late Baroque	Baroque sonata	Simple triple	Transverse flute	Georg Philipp Telemann: Essercizii Musici overo Dodeci Soli e Dodeci Trii à diversi stromenti, Vol 1	Battalia	Alba	ABCD180	1 January 2004	Porvoo Cathedral, Porvoo, Finland	2000–2002	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tele-41-D9-Sol-Dol-3-Flute	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	41:D9	41	D9	Essercizii musici overo dodeci soli e dodeci trii a diversi stromenti	Solo 2	Dolce	3	ca. 1740	Late Baroque	Baroque sonata	Simple quadruple	Transverse flute	Georg Philipp Telemann: Essercizii Musici overo Dodeci Soli e Dodeci Trii à diversi stromenti, Vol 1	Battalia	Alba	ABCD180	1 January 2004	Porvoo Cathedral, Porvoo, Finland	2000–2002	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tele-41-D9-Sol-All-4-Flute	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	41:D9	41	D9	Essercizii musici overo dodeci soli e dodeci trii a diversi stromenti	Solo 2	Allegro	4	ca. 1740	Late Baroque	Baroque sonata	Simple quadruple	Transverse flute	Georg Philipp Telemann: Essercizii Musici overo Dodeci Soli e Dodeci Trii à diversi stromenti, Vol 1	Battalia	Alba	ABCD180	1 January 2004	Porvoo Cathedral, Porvoo, Finland	2000–2002	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tele-41-a6-Sol-Lar-1-Viol	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	41:a6	41	a6	Essercizii musici overo dodeci soli e dodeci trii a diversi stromenti	Solo 3	Largo	1	ca. 1740	Late Baroque	Baroque sonata	Compound duple	Viola da gamba	Georg Philipp Telemann: Essercizii Musici overo Dodeci Soli e Dodeci Trii à diversi stromenti, Vol 1	Battalia	Alba	ABCD180	1 January 2004	Porvoo Cathedral, Porvoo, Finland	2000–2002	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tele-41-a6-Sol-All-2-Viol	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	41:a6	41	a6	Essercizii musici overo dodeci soli e dodeci trii a diversi stromenti	Solo 3	Allegro	2	ca. 1740	Late Baroque	Baroque sonata	Simple quadruple	Viola da gamba	Georg Philipp Telemann: Essercizii Musici overo Dodeci Soli e Dodeci Trii à diversi stromenti, Vol 1	Battalia	Alba	ABCD180	1 January 2004	Porvoo Cathedral, Porvoo, Finland	2000–2002	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tele-41-a6-Sol-Soa-3-Viol	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	41:a6	41	a6	Essercizii musici overo dodeci soli e dodeci trii a diversi stromenti	Solo 3	Soave	3	ca. 1740	Late Baroque	Baroque sonata	Compound duple	Viola da gamba	Georg Philipp Telemann: Essercizii Musici overo Dodeci Soli e Dodeci Trii à diversi stromenti, Vol 1	Battalia	Alba	ABCD180	1 January 2004	Porvoo Cathedral, Porvoo, Finland	2000–2002	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tele-41-a6-Sol-All-4-Viol	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	41:a6	41	a6	Essercizii musici overo dodeci soli e dodeci trii a diversi stromenti	Solo 3	Allegro	4	ca. 1740	Late Baroque	Baroque sonata	Simple duple	Viola da gamba	Georg Philipp Telemann: Essercizii Musici overo Dodeci Soli e Dodeci Trii à diversi stromenti, Vol 1	Battalia	Alba	ABCD180	1 January 2004	Porvoo Cathedral, Porvoo, Finland	2000–2002	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tele-41-d4-Sol-Aff-1-Flauto	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	41:d4	41	d4	Essercizii musici overo dodeci soli e dodeci trii a diversi stromenti	Solo 4	Affettuoso	1	ca. 1740	Late Baroque	Baroque sonata	Simple quadruple	Flauto dolce	Georg Philipp Telemann: Essercizii Musici overo Dodeci Soli e Dodeci Trii à diversi stromenti, Vol 1	Battalia	Alba	ABCD180	1 January 2004	Porvoo Cathedral, Porvoo, Finland	2000–2002	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tele-41-d4-Sol-Pre-2-Flauto	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	41:d4	41	d4	Essercizii musici overo dodeci soli e dodeci trii a diversi stromenti	Solo 4	Presto	2	ca. 1740	Late Baroque	Baroque sonata	Simple quadruple	Flauto dolce	Georg Philipp Telemann: Essercizii Musici overo Dodeci Soli e Dodeci Trii à diversi stromenti, Vol 1	Battalia	Alba	ABCD180	1 January 2004	Porvoo Cathedral, Porvoo, Finland	2000–2002	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tele-41-d4-Sol-Gra-3-Flauto	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	41:d4	41	d4	Essercizii musici overo dodeci soli e dodeci trii a diversi stromenti	Solo 4	Grave	3	ca. 1740	Late Baroque	Baroque sonata	Simple triple	Flauto dolce	Georg Philipp Telemann: Essercizii Musici overo Dodeci Soli e Dodeci Trii à diversi stromenti, Vol 1	Battalia	Alba	ABCD180	1 January 2004	Porvoo Cathedral, Porvoo, Finland	2000–2002	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tele-41-d4-Sol-All-4-Flauto	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	41:d4	41	d4	Essercizii musici overo dodeci soli e dodeci trii a diversi stromenti	Solo 4	Allegro	4	ca. 1740	Late Baroque	Baroque sonata	Compound triple	Flauto dolce	Georg Philipp Telemann: Essercizii Musici overo Dodeci Soli e Dodeci Trii à diversi stromenti, Vol 1	Battalia	Alba	ABCD180	1 January 2004	Porvoo Cathedral, Porvoo, Finland	2000–2002	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tele-41-B6-Sol-Ada-1-Oboe	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	41:B6	41	B6	Essercizii musici overo dodeci soli e dodeci trii a diversi stromenti	Solo 5	Adagio	1	ca. 1740	Late Baroque	Baroque sonata	Simple quadruple	Oboe	Georg Philipp Telemann: Essercizii Musici overo Dodeci Soli e Dodeci Trii à diversi stromenti, Vol 1	Battalia	Alba	ABCD180	1 January 2004	Porvoo Cathedral, Porvoo, Finland	2000–2002	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tele-41-B6-Sol-All-2-Oboe	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	41:B6	41	B6	Essercizii musici overo dodeci soli e dodeci trii a diversi stromenti	Solo 5	Allegro	2	ca. 1740	Late Baroque	Baroque sonata	Simple triple	Oboe	Georg Philipp Telemann: Essercizii Musici overo Dodeci Soli e Dodeci Trii à diversi stromenti, Vol 1	Battalia	Alba	ABCD180	1 January 2004	Porvoo Cathedral, Porvoo, Finland	2000–2002	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tele-41-B6-Sol-Can-3-Oboe	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	41:B6	41	B6	Essercizii musici overo dodeci soli e dodeci trii a diversi stromenti	Solo 5	Cantabile	3	ca. 1740	Late Baroque	Baroque sonata	Compound duple	Oboe	Georg Philipp Telemann: Essercizii Musici overo Dodeci Soli e Dodeci Trii à diversi stromenti, Vol 1	Battalia	Alba	ABCD180	1 January 2004	Porvoo Cathedral, Porvoo, Finland	2000–2002	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tele-41-B6-Sol-Viv-4-Oboe	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	41:B6	41	B6	Essercizii musici overo dodeci soli e dodeci trii a diversi stromenti	Solo 5	Vivace	4	ca. 1740	Late Baroque	Baroque sonata	Simple quadruple	Oboe	Georg Philipp Telemann: Essercizii Musici overo Dodeci Soli e Dodeci Trii à diversi stromenti, Vol 1	Battalia	Alba	ABCD180	1 January 2004	Porvoo Cathedral, Porvoo, Finland	2000–2002	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tele-41-A6-Sol-Dol-1-Violin	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	41:A6	41	A6	Essercizii musici overo dodeci soli e dodeci trii a diversi stromenti	Solo 7	Dolce	1	ca. 1740	Late Baroque	Baroque sonata	Simple triple	Violin	Georg Philipp Telemann: Essercizii Musici overo Dodeci Soli e Dodeci Trii à diversi stromenti, Vol 2	Battalia	Alba	ABCD181	1 January 2004	Porvoo Cathedral, Porvoo, Finland	2000–2002	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tele-41-A6-Sol-All-2-Violin	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	41:A6	41	A6	Essercizii musici overo dodeci soli e dodeci trii a diversi stromenti	Solo 7	Allegro	2	ca. 1740	Late Baroque	Baroque sonata	Simple duple	Violin	Georg Philipp Telemann: Essercizii Musici overo Dodeci Soli e Dodeci Trii à diversi stromenti, Vol 2	Battalia	Alba	ABCD181	1 January 2004	Porvoo Cathedral, Porvoo, Finland	2000–2002	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tele-41-A6-Sol-Gra-3-Violin	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	41:A6	41	A6	Essercizii musici overo dodeci soli e dodeci trii a diversi stromenti	Solo 7	Grave	3	ca. 1740	Late Baroque	Baroque sonata	Simple triple	Violin	Georg Philipp Telemann: Essercizii Musici overo Dodeci Soli e Dodeci Trii à diversi stromenti, Vol 2	Battalia	Alba	ABCD181	1 January 2004	Porvoo Cathedral, Porvoo, Finland	2000–2002	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
